numeroClient;vehicle_id;vehicule;Immat;unid_id;telephone;Date COMM
40068;;613461300;613461300;613461300;33678111913;
60001;;LE PUY;912442831;912442831;33679051157;
60001;;912443431;912443431;912443431;33645890665;
60001;;912444158;912444158;912444158;33685533928;
10100;;N-00;BQ101FT;613461484;33689010699;
10100;;N-07;CG189TH;912441994;33647620506;
10100;;N-01;AY793RL;912441998;33679737825;
10100;;N-03;AX051KB;912443305;33689867253;
10100;;N-06;CC129SA;912444176;33688029005;
10100;;N-08;BQ392XN;912444177;33683465581;
30076;;DEPANNEUSE;CR-765-EB;613321509;33789590299;
40092;;TEMSA SAFARI;BV 306 AQ;613460815;33686342476;
40092;;TEMSA TOURMALIN;CY 560 HE;613460843;33686342427;
40092;;CROSSWAY;8796 MQ 32;613460908;33643014545;
40092;;RECREO;CK-743-CZ;613460970;33681637884;
40092;;TEMSA Safari HD;AT-575-BR;613460986;33786079552;
40092;;MERCEDES 22 RESERVE RBR2;AW-917-ET;613321290;3363273756;
40092;;WW3-R1 CASSAGNE;CZ-314-FJ;613321292;33671914305;
40092;;WW7 RIEUPEYROUX;CZ-342-FL;613321293;33645506303;
40092;;SAFARI HD 13;AK-718-EV;613321297;33684945528;
40092;;WW6 GONDRAN;CZ-425-FL;613321298;33684945343;
40092;;SAFARI 13 BLANC RESERVE RBR1;4100 PR 12;613321301;33632737578;
40092;;WW4-B4  NAUCELLE;CZ-225-FK ;613321336;33684944992;
40092;;SAFARIS 13 VERT RB8;5218 PE 12;613321345;33684945027;
40092;;WW1-R2 REQUISTA;CZ-898-FK;613321363;33684943929;
40092;;FORD TRANSIT CONNAC;AY-215-HH;912443339;33687053042;
40092;;JUMPY HDI DURENQUE;AY-179-SL;912443369;33677779935;
100001;;BG523WL;BG523WL;613460936;33676554617;
20037;;Scooly;AQ-007-KP;912443806;33645386980;
20037;;TRACER Marques;310 WT 37;912443817;33689382157;
30033;;Porsche Macan S Diesel;NE-QQ 6480;613461294;33640337673;
30033;;0;;912441083;33689380364;
30033;;Range Vogue BLACK ;NE-QQ 6122;912441116;33684199911;
30033;;912441488;912441488;912441488;33645386833;
30033;;MB CLASS S350L WHITE;NE-QQ 6212;912442714;33640337932;
30033;;CLASSE S 350 BLACK;ARN-DT 143;912442786;33645282589;
30033;;Bentley flyin spur;HH-AA 5530;912442812;33647627165;
30033;;RANGE ROVER HSE BLACK;NE-QQ 6315;912442882;33684502364;
30033;;Porsche Targa 911;NE-QQ 6493;912442917;33676373989;
30033;;RANGE HSE BLACK;NE-QQ 6388;912442985;33681891228;
30033;;MB CLASS S350L Black;NE-QQ 6364;912443319;33681335317;
30033;;RANGE ROVER VOGUE;NE-QQ 6190;912443343;33688076820;
30033;;MB CLASS S beige pack amg;NE-QQ 6194;912443348;33632552134;
30033;;Porsche Macan Black;NE-QQ 6605;912443353;33687583123;
30033;;RANGE ROVER HSE WHITE;HH-AA 1284;912443358;33632321857;
30033;;912444168;912444168;912444168;33689864475;
30033;;MASERATI GHILBI;BN-BN 156;912444232;33789590814;
